"","SubNum","TrialNum","SatNum","FirstOrSecondPart","Accuracy","WhichPart","IsUnique","Confidence","NumberOfTimesCued","IsNovel","SessionNum","CueStyle","TestType","Cued"
"1825",11,49,15,1,0,5,0,3,0,0,1,"uncued","shared",-1
"1826",11,49,15,2,0,4,0,2,0,0,1,"uncued","shared",-1
"1827",11,50,7,1,0,3,0,2,8,0,1,"interleaved","shared",1
"1828",11,50,7,2,0,5,0,1,8,0,1,"interleaved","shared",1
"1829",11,51,3,1,0,5,0,2,8,0,1,"blocked","shared",1
"1830",11,51,3,2,1,2,0,3,8,0,1,"blocked","shared",1
"1831",11,52,13,1,0,2,0,3,0,0,1,"uncued","shared",-1
"1832",11,52,13,2,0,4,0,1,0,0,1,"uncued","shared",-1
"1833",11,53,10,1,1,1,1,5,0,0,1,"interleaved","unique",1
"1834",11,53,10,2,1,2,0,5,0,0,1,"interleaved","shared",1
"1835",11,54,18,1,0,2,0,3,0,1,1,"uncued","novel",-1
"1836",11,54,18,2,NA,0,0,NA,0,1,1,"uncued","novel",-1
"1837",11,1,4,1,0,2,0,2,8,0,2,"blocked","shared",1
"1838",11,1,4,2,1,1,0,3,8,0,2,"blocked","shared",1
"1839",11,2,1,1,1,2,0,2,8,0,2,"blocked","shared",1
"1840",11,2,1,2,0,4,0,3,8,0,2,"blocked","shared",1
"1841",11,3,3,1,1,3,1,5,8,0,2,"blocked","unique",1
"1842",11,3,3,2,1,4,0,3,8,0,2,"blocked","shared",1
"1843",11,4,17,1,1,5,0,2,0,1,2,"uncued","novel",-1
"1844",11,4,17,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"1845",11,5,8,1,0,4,0,2,8,0,2,"interleaved","shared",1
"1846",11,5,8,2,0,1,0,3,8,0,2,"interleaved","shared",1
"1847",11,6,16,1,1,1,0,3,0,1,2,"uncued","novel",-1
"1848",11,6,16,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"1849",11,7,27,1,0,5,0,2,0,1,2,"blocked","novel",1
"1850",11,7,27,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"1851",11,8,23,1,1,3,0,2,0,1,2,"interleaved","novel",1
"1852",11,8,23,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"1853",11,9,9,1,1,4,1,5,8,0,2,"interleaved","unique",1
"1854",11,9,9,2,1,2,0,2,8,0,2,"interleaved","shared",1
"1855",11,10,26,1,0,3,0,3,0,1,2,"blocked","novel",1
"1856",11,10,26,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"1857",11,11,7,1,1,2,1,5,8,0,2,"interleaved","unique",1
"1858",11,11,7,2,0,1,0,2,8,0,2,"interleaved","shared",1
"1859",11,12,18,1,0,2,0,3,0,1,2,"uncued","novel",-1
"1860",11,12,18,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"1861",11,13,11,1,1,2,0,5,0,0,2,"uncued","shared",-1
"1862",11,13,11,2,1,1,0,2,0,0,2,"uncued","shared",-1
"1863",11,14,12,1,1,5,0,3,0,0,2,"uncued","shared",-1
"1864",11,14,12,2,0,1,0,3,0,0,2,"uncued","shared",-1
"1865",11,15,10,1,0,3,0,5,0,0,2,"interleaved","shared",1
"1866",11,15,10,2,1,2,0,5,0,0,2,"interleaved","shared",1
"1867",11,16,15,1,1,1,1,5,0,0,2,"uncued","unique",-1
"1868",11,16,15,2,1,4,0,3,0,0,2,"uncued","shared",-1
"1869",11,17,6,1,1,1,0,5,8,0,2,"interleaved","shared",1
"1870",11,17,6,2,0,2,0,3,8,0,2,"interleaved","shared",1
"1871",11,18,3,1,1,2,0,1,8,0,2,"blocked","shared",1
"1872",11,18,3,2,1,3,1,5,8,0,2,"blocked","unique",1
"1873",11,19,10,1,1,5,0,4,0,0,2,"interleaved","shared",1
"1874",11,19,10,2,1,1,1,5,0,0,2,"interleaved","unique",1
"1875",11,20,9,1,1,5,0,3,8,0,2,"interleaved","shared",1
"1876",11,20,9,2,1,4,1,5,8,0,2,"interleaved","unique",1
"1877",11,21,13,1,1,3,1,5,0,0,2,"uncued","unique",-1
"1878",11,21,13,2,0,4,0,2,0,0,2,"uncued","shared",-1
"1879",11,22,9,1,1,3,0,3,8,0,2,"interleaved","shared",1
"1880",11,22,9,2,0,1,0,3,8,0,2,"interleaved","shared",1
"1881",11,23,14,1,0,5,0,2,0,0,2,"uncued","shared",-1
"1882",11,23,14,2,0,2,0,3,0,0,2,"uncued","shared",-1
"1883",11,24,5,1,1,1,1,5,0,0,2,"blocked","unique",1
"1884",11,24,5,2,1,2,0,2,0,0,2,"blocked","shared",1
"1885",11,25,7,1,1,3,0,4,8,0,2,"interleaved","shared",1
"1886",11,25,7,2,1,2,1,5,8,0,2,"interleaved","unique",1
"1887",11,26,4,1,1,3,0,2,8,0,2,"blocked","shared",1
"1888",11,26,4,2,1,4,1,5,8,0,2,"blocked","unique",1
"1889",11,27,5,1,0,3,0,3,0,0,2,"blocked","shared",1
"1890",11,27,5,2,1,1,1,5,0,0,2,"blocked","unique",1
"1891",11,28,22,1,0,2,0,2,0,1,2,"interleaved","novel",1
"1892",11,28,22,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"1893",11,29,25,1,1,2,0,1,0,1,2,"blocked","novel",1
"1894",11,29,25,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"1895",11,30,15,1,0,2,0,2,0,0,2,"uncued","shared",-1
"1896",11,30,15,2,1,1,1,5,0,0,2,"uncued","unique",-1
"1897",11,31,1,1,1,3,0,5,8,0,2,"blocked","shared",1
"1898",11,31,1,2,1,5,0,3,8,0,2,"blocked","shared",1
"1899",11,32,6,1,0,3,0,2,8,0,2,"interleaved","shared",1
"1900",11,32,6,2,1,4,0,2,8,0,2,"interleaved","shared",1
"1901",11,33,12,1,1,4,0,5,0,0,2,"uncued","shared",-1
"1902",11,33,12,2,1,2,1,5,0,0,2,"uncued","unique",-1
"1903",11,34,11,1,0,5,0,4,0,0,2,"uncued","shared",-1
"1904",11,34,11,2,0,3,0,4,0,0,2,"uncued","shared",-1
"1905",11,35,5,1,0,5,0,2,0,0,2,"blocked","shared",1
"1906",11,35,5,2,1,4,0,2,0,0,2,"blocked","shared",1
"1907",11,36,21,1,0,5,0,2,0,1,2,"interleaved","novel",1
"1908",11,36,21,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"1909",11,37,8,1,0,5,0,2,8,0,2,"interleaved","shared",1
"1910",11,37,8,2,1,3,1,5,8,0,2,"interleaved","unique",1
"1911",11,38,13,1,0,5,0,3,0,0,2,"uncued","shared",-1
"1912",11,38,13,2,1,3,1,5,0,0,2,"uncued","unique",-1
"1913",11,39,7,1,1,5,0,3,8,0,2,"interleaved","shared",1
"1914",11,39,7,2,1,4,0,2,8,0,2,"interleaved","shared",1
"1915",11,40,4,1,1,4,1,5,8,0,2,"blocked","unique",1
"1916",11,40,4,2,1,5,0,2,8,0,2,"blocked","shared",1
"1917",11,41,13,1,0,1,0,2,0,0,2,"uncued","shared",-1
"1918",11,41,13,2,0,2,0,2,0,0,2,"uncued","shared",-1
"1919",11,42,10,1,1,1,1,5,0,0,2,"interleaved","unique",1
"1920",11,42,10,2,1,4,0,4,0,0,2,"interleaved","shared",1
"1921",11,43,20,1,0,5,0,2,0,1,2,"interleaved","novel",1
"1922",11,43,20,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"1923",11,44,14,1,0,3,0,2,0,0,2,"uncued","shared",-1
"1924",11,44,14,2,1,4,1,5,0,0,2,"uncued","unique",-1
"1925",11,45,12,1,1,2,1,5,0,0,2,"uncued","unique",-1
"1926",11,45,12,2,1,3,0,2,0,0,2,"uncued","shared",-1
"1927",11,46,19,1,0,5,0,2,0,1,2,"uncued","novel",-1
"1928",11,46,19,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"1929",11,47,8,1,1,3,1,5,8,0,2,"interleaved","unique",1
"1930",11,47,8,2,0,2,0,2,8,0,2,"interleaved","shared",1
"1931",11,48,2,1,1,5,0,2,8,0,2,"blocked","shared",1
"1932",11,48,2,2,1,1,0,3,8,0,2,"blocked","shared",1
"1933",11,49,24,1,0,4,0,2,0,1,2,"blocked","novel",1
"1934",11,49,24,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"1935",11,50,2,1,0,4,0,2,8,0,2,"blocked","shared",1
"1936",11,50,2,2,1,2,1,4,8,0,2,"blocked","unique",1
"1937",11,51,14,1,1,4,1,5,0,0,2,"uncued","unique",-1
"1938",11,51,14,2,1,1,0,3,0,0,2,"uncued","shared",-1
"1939",11,52,2,1,1,2,1,5,8,0,2,"blocked","unique",1
"1940",11,52,2,2,0,3,0,2,8,0,2,"blocked","shared",1
"1941",11,53,3,1,1,1,0,3,8,0,2,"blocked","shared",1
"1942",11,53,3,2,0,5,0,2,8,0,2,"blocked","shared",1
"1943",11,54,15,1,1,3,0,5,0,0,2,"uncued","shared",-1
"1944",11,54,15,2,0,5,0,3,0,0,2,"uncued","shared",-1
"1945",12,1,1,1,1,5,0,5,8,0,1,"blocked","shared",1
"1946",12,1,1,2,0,1,0,3,8,0,1,"blocked","shared",1
"1947",12,2,15,1,1,1,1,5,0,0,1,"uncued","unique",-1
"1948",12,2,15,2,0,5,0,1,0,0,1,"uncued","shared",-1
"1949",12,3,24,1,1,1,0,3,0,1,1,"blocked","novel",1
"1950",12,3,24,2,NA,0,0,NA,0,1,1,"blocked","novel",1
"1951",12,4,11,1,1,3,0,5,0,0,1,"uncued","shared",-1
"1952",12,4,11,2,1,4,0,3,0,0,1,"uncued","shared",-1
"1953",12,5,7,1,1,2,1,5,8,0,1,"interleaved","unique",1
"1954",12,5,7,2,1,1,0,4,8,0,1,"interleaved","shared",1
"1955",12,6,9,1,1,5,1,5,8,0,1,"interleaved","unique",1
"1956",12,6,9,2,1,3,0,2,8,0,1,"interleaved","shared",1
"1957",12,7,19,1,0,5,0,2,0,1,1,"interleaved","novel",1
"1958",12,7,19,2,NA,0,0,NA,0,1,1,"interleaved","novel",1
"1959",12,8,21,1,0,1,0,3,0,1,1,"uncued","novel",-1
"1960",12,8,21,2,NA,0,0,NA,0,1,1,"uncued","novel",-1
"1961",12,9,2,1,1,1,0,5,8,0,1,"blocked","shared",1
"1962",12,9,2,2,1,4,0,3,8,0,1,"blocked","shared",1
"1963",12,10,10,1,1,2,0,3,0,0,1,"interleaved","shared",1
"1964",12,10,10,2,1,4,0,5,0,0,1,"interleaved","shared",1
"1965",12,11,22,1,1,1,0,3,0,1,1,"uncued","novel",-1
"1966",12,11,22,2,NA,0,0,NA,0,1,1,"uncued","novel",-1
"1967",12,12,3,1,1,3,1,5,8,0,1,"blocked","unique",1
"1968",12,12,3,2,0,1,0,2,8,0,1,"blocked","shared",1
"1969",12,13,4,1,0,1,0,2,8,0,1,"blocked","shared",1
"1970",12,13,4,2,0,2,0,4,8,0,1,"blocked","shared",1
"1971",12,14,10,1,1,3,0,3,0,0,1,"interleaved","shared",1
"1972",12,14,10,2,1,1,1,5,0,0,1,"interleaved","unique",1
"1973",12,15,15,1,0,4,0,2,0,0,1,"uncued","shared",-1
"1974",12,15,15,2,1,1,1,5,0,0,1,"uncued","unique",-1
"1975",12,16,14,1,0,3,0,3,0,0,1,"uncued","shared",-1
"1976",12,16,14,2,1,2,0,5,0,0,1,"uncued","shared",-1
"1977",12,17,9,1,1,2,0,5,8,0,1,"interleaved","shared",1
"1978",12,17,9,2,1,5,1,5,8,0,1,"interleaved","unique",1
"1979",12,18,12,1,0,5,0,2,0,0,1,"uncued","shared",-1
"1980",12,18,12,2,0,4,0,4,0,0,1,"uncued","shared",-1
"1981",12,19,13,1,0,3,1,3,0,0,1,"uncued","unique",-1
"1982",12,19,13,2,1,1,0,4,0,0,1,"uncued","shared",-1
"1983",12,20,14,1,1,4,0,4,0,0,1,"uncued","shared",-1
"1984",12,20,14,2,1,5,1,5,0,0,1,"uncued","unique",-1
"1985",12,21,10,1,1,1,1,5,0,0,1,"interleaved","unique",1
"1986",12,21,10,2,1,5,0,5,0,0,1,"interleaved","shared",1
"1987",12,22,26,1,0,2,0,3,0,1,1,"blocked","novel",1
"1988",12,22,26,2,NA,0,0,NA,0,1,1,"blocked","novel",1
"1989",12,23,17,1,0,4,0,4,0,1,1,"interleaved","novel",1
"1990",12,23,17,2,NA,0,0,NA,0,1,1,"interleaved","novel",1
"1991",12,24,25,1,0,5,0,3,0,1,1,"blocked","novel",1
"1992",12,24,25,2,NA,0,0,NA,0,1,1,"blocked","novel",1
"1993",12,25,5,1,1,1,1,5,0,0,1,"blocked","unique",1
"1994",12,25,5,2,0,4,0,2,0,0,1,"blocked","shared",1
"1995",12,26,12,1,1,1,0,3,0,0,1,"uncued","shared",-1
"1996",12,26,12,2,1,2,1,5,0,0,1,"uncued","unique",-1
"1997",12,27,7,1,1,5,0,2,8,0,1,"interleaved","shared",1
"1998",12,27,7,2,1,2,1,5,8,0,1,"interleaved","unique",1
"1999",12,28,2,1,0,3,0,2,8,0,1,"blocked","shared",1
"2000",12,28,2,2,1,2,1,5,8,0,1,"blocked","unique",1
"2001",12,29,5,1,1,3,0,3,0,0,1,"blocked","shared",1
"2002",12,29,5,2,0,1,1,3,0,0,1,"blocked","unique",1
"2003",12,30,13,1,1,5,0,2,0,0,1,"uncued","shared",-1
"2004",12,30,13,2,1,3,1,1,0,0,1,"uncued","unique",-1
"2005",12,31,8,1,1,2,0,4,8,0,1,"interleaved","shared",1
"2006",12,31,8,2,1,1,0,3,8,0,1,"interleaved","shared",1
"2007",12,32,12,1,1,2,1,4,0,0,1,"uncued","unique",-1
"2008",12,32,12,2,0,3,0,2,0,0,1,"uncued","shared",-1
"2009",12,33,11,1,0,1,0,3,0,0,1,"uncued","shared",-1
"2010",12,33,11,2,0,5,0,3,0,0,1,"uncued","shared",-1
"2011",12,34,14,1,1,5,1,5,0,0,1,"uncued","unique",-1
"2012",12,34,14,2,1,1,0,5,0,0,1,"uncued","shared",-1
"2013",12,35,4,1,1,4,0,2,8,0,1,"blocked","shared",1
"2014",12,35,4,2,1,5,1,5,8,0,1,"blocked","unique",1
"2015",12,36,20,1,1,5,0,2,0,1,1,"uncued","novel",-1
"2016",12,36,20,2,NA,0,0,NA,0,1,1,"uncued","novel",-1
"2017",12,37,27,1,0,4,0,3,0,1,1,"blocked","novel",1
"2018",12,37,27,2,NA,0,0,NA,0,1,1,"blocked","novel",1
"2019",12,38,16,1,0,3,0,3,0,1,1,"interleaved","novel",1
"2020",12,38,16,2,NA,0,0,NA,0,1,1,"interleaved","novel",1
"2021",12,39,7,1,1,4,0,5,8,0,1,"interleaved","shared",1
"2022",12,39,7,2,1,3,0,3,8,0,1,"interleaved","shared",1
"2023",12,40,18,1,0,3,0,3,0,1,1,"interleaved","novel",1
"2024",12,40,18,2,NA,0,0,NA,0,1,1,"interleaved","novel",1
"2025",12,41,5,1,0,2,0,5,0,0,1,"blocked","shared",1
"2026",12,41,5,2,0,5,0,2,0,0,1,"blocked","shared",1
"2027",12,42,6,1,0,3,0,3,8,0,1,"interleaved","shared",1
"2028",12,42,6,2,0,5,0,5,8,0,1,"interleaved","shared",1
"2029",12,43,3,1,0,5,0,3,8,0,1,"blocked","shared",1
"2030",12,43,3,2,1,3,1,5,8,0,1,"blocked","unique",1
"2031",12,44,6,1,1,2,0,5,8,0,1,"interleaved","shared",1
"2032",12,44,6,2,1,4,0,5,8,0,1,"interleaved","shared",1
"2033",12,45,2,1,1,2,1,5,8,0,1,"blocked","unique",1
"2034",12,45,2,2,0,5,0,3,8,0,1,"blocked","shared",1
"2035",12,46,3,1,1,4,0,4,8,0,1,"blocked","shared",1
"2036",12,46,3,2,0,2,0,3,8,0,1,"blocked","shared",1
"2037",12,47,13,1,0,2,0,4,0,0,1,"uncued","shared",-1
"2038",12,47,13,2,0,4,0,3,0,0,1,"uncued","shared",-1
"2039",12,48,9,1,1,4,0,5,8,0,1,"interleaved","shared",1
"2040",12,48,9,2,1,1,0,5,8,0,1,"interleaved","shared",1
"2041",12,49,23,1,0,4,0,2,0,1,1,"uncued","novel",-1
"2042",12,49,23,2,NA,0,0,NA,0,1,1,"uncued","novel",-1
"2043",12,50,15,1,0,3,0,4,0,0,1,"uncued","shared",-1
"2044",12,50,15,2,0,2,0,3,0,0,1,"uncued","shared",-1
"2045",12,51,8,1,1,4,0,3,8,0,1,"interleaved","shared",1
"2046",12,51,8,2,1,3,1,5,8,0,1,"interleaved","unique",1
"2047",12,52,4,1,1,5,1,5,8,0,1,"blocked","unique",1
"2048",12,52,4,2,0,3,0,3,8,0,1,"blocked","shared",1
"2049",12,53,8,1,1,3,1,5,8,0,1,"interleaved","unique",1
"2050",12,53,8,2,1,5,0,4,8,0,1,"interleaved","shared",1
"2051",12,54,1,1,1,2,0,5,8,0,1,"blocked","shared",1
"2052",12,54,1,2,1,4,0,3,8,0,1,"blocked","shared",1
"2053",12,1,6,1,1,3,0,3,8,0,2,"interleaved","shared",1
"2054",12,1,6,2,1,1,0,5,8,0,2,"interleaved","shared",1
"2055",12,2,14,1,1,4,0,4,0,0,2,"uncued","shared",-1
"2056",12,2,14,2,1,2,0,5,0,0,2,"uncued","shared",-1
"2057",12,3,2,1,1,3,0,2,8,0,2,"blocked","shared",1
"2058",12,3,2,2,0,5,0,4,8,0,2,"blocked","shared",1
"2059",12,4,3,1,1,3,1,5,8,0,2,"blocked","unique",1
"2060",12,4,3,2,0,4,0,2,8,0,2,"blocked","shared",1
"2061",12,5,7,1,1,2,1,5,8,0,2,"interleaved","unique",1
"2062",12,5,7,2,1,5,0,2,8,0,2,"interleaved","shared",1
"2063",12,6,18,1,0,4,0,2,0,1,2,"interleaved","novel",1
"2064",12,6,18,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"2065",12,7,15,1,1,1,1,5,0,0,2,"uncued","unique",-1
"2066",12,7,15,2,0,5,0,3,0,0,2,"uncued","shared",-1
"2067",12,8,24,1,0,3,0,3,0,1,2,"blocked","novel",1
"2068",12,8,24,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"2069",12,9,10,1,1,4,0,5,0,0,2,"interleaved","shared",1
"2070",12,9,10,2,1,5,0,3,0,0,2,"interleaved","shared",1
"2071",12,10,4,1,0,2,0,4,8,0,2,"blocked","shared",1
"2072",12,10,4,2,0,4,0,3,8,0,2,"blocked","shared",1
"2073",12,11,3,1,0,5,0,2,8,0,2,"blocked","shared",1
"2074",12,11,3,2,1,3,1,5,8,0,2,"blocked","unique",1
"2075",12,12,5,1,1,1,1,5,0,0,2,"blocked","unique",1
"2076",12,12,5,2,0,3,0,2,0,0,2,"blocked","shared",1
"2077",12,13,7,1,0,1,0,2,8,0,2,"interleaved","shared",1
"2078",12,13,7,2,1,2,1,5,8,0,2,"interleaved","unique",1
"2079",12,14,13,1,0,3,1,3,0,0,2,"uncued","unique",-1
"2080",12,14,13,2,0,2,0,5,0,0,2,"uncued","shared",-1
"2081",12,15,27,1,0,2,0,3,0,1,2,"blocked","novel",1
"2082",12,15,27,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"2083",12,16,14,1,1,1,0,5,0,0,2,"uncued","shared",-1
"2084",12,16,14,2,1,5,1,5,0,0,2,"uncued","unique",-1
"2085",12,17,12,1,1,4,0,2,0,0,2,"uncued","shared",-1
"2086",12,17,12,2,0,5,0,2,0,0,2,"uncued","shared",-1
"2087",12,18,20,1,1,4,0,3,0,1,2,"uncued","novel",-1
"2088",12,18,20,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"2089",12,19,1,1,1,3,0,4,8,0,2,"blocked","shared",1
"2090",12,19,1,2,0,5,0,3,8,0,2,"blocked","shared",1
"2091",12,20,15,1,0,2,0,5,0,0,2,"uncued","shared",-1
"2092",12,20,15,2,1,1,1,5,0,0,2,"uncued","unique",-1
"2093",12,21,17,1,0,5,0,3,0,1,2,"interleaved","novel",1
"2094",12,21,17,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"2095",12,22,8,1,1,5,0,5,8,0,2,"interleaved","shared",1
"2096",12,22,8,2,1,1,0,5,8,0,2,"interleaved","shared",1
"2097",12,23,2,1,1,4,0,2,8,0,2,"blocked","shared",1
"2098",12,23,2,2,1,2,1,5,8,0,2,"blocked","unique",1
"2099",12,24,5,1,1,5,0,2,0,0,2,"blocked","shared",1
"2100",12,24,5,2,1,1,1,4,0,0,2,"blocked","unique",1
"2101",12,25,9,1,1,5,1,5,8,0,2,"interleaved","unique",1
"2102",12,25,9,2,1,2,0,4,8,0,2,"interleaved","shared",1
"2103",12,26,4,1,0,3,0,3,8,0,2,"blocked","shared",1
"2104",12,26,4,2,1,5,1,5,8,0,2,"blocked","unique",1
"2105",12,27,25,1,0,2,0,3,0,1,2,"blocked","novel",1
"2106",12,27,25,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"2107",12,28,12,1,0,1,0,3,0,0,2,"uncued","shared",-1
"2108",12,28,12,2,1,2,1,5,0,0,2,"uncued","unique",-1
"2109",12,29,22,1,0,3,0,4,0,1,2,"uncued","novel",-1
"2110",12,29,22,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"2111",12,30,11,1,0,3,0,2,0,0,2,"uncued","shared",-1
"2112",12,30,11,2,0,4,0,3,0,0,2,"uncued","shared",-1
"2113",12,31,8,1,1,2,0,3,8,0,2,"interleaved","shared",1
"2114",12,31,8,2,1,3,1,5,8,0,2,"interleaved","unique",1
"2115",12,32,6,1,1,5,0,4,8,0,2,"interleaved","shared",1
"2116",12,32,6,2,1,4,0,5,8,0,2,"interleaved","shared",1
"2117",12,33,14,1,1,5,1,5,0,0,2,"uncued","unique",-1
"2118",12,33,14,2,1,3,0,4,0,0,2,"uncued","shared",-1
"2119",12,34,2,1,1,2,1,5,8,0,2,"blocked","unique",1
"2120",12,34,2,2,1,1,0,3,8,0,2,"blocked","shared",1
"2121",12,35,15,1,0,3,0,2,0,0,2,"uncued","shared",-1
"2122",12,35,15,2,0,4,0,2,0,0,2,"uncued","shared",-1
"2123",12,36,10,1,0,2,0,4,0,0,2,"interleaved","shared",1
"2124",12,36,10,2,1,1,1,5,0,0,2,"interleaved","unique",1
"2125",12,37,4,1,1,5,1,5,8,0,2,"blocked","unique",1
"2126",12,37,4,2,0,1,0,2,8,0,2,"blocked","shared",1
"2127",12,38,23,1,1,4,0,3,0,1,2,"uncued","novel",-1
"2128",12,38,23,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"2129",12,39,21,1,1,1,0,3,0,1,2,"uncued","novel",-1
"2130",12,39,21,2,NA,0,0,NA,0,1,2,"uncued","novel",-1
"2131",12,40,5,1,1,2,0,2,0,0,2,"blocked","shared",1
"2132",12,40,5,2,1,4,0,2,0,0,2,"blocked","shared",1
"2133",12,41,7,1,1,4,0,4,8,0,2,"interleaved","shared",1
"2134",12,41,7,2,0,3,0,2,8,0,2,"interleaved","shared",1
"2135",12,42,9,1,0,1,0,5,8,0,2,"interleaved","shared",1
"2136",12,42,9,2,1,5,1,4,8,0,2,"interleaved","unique",1
"2137",12,43,12,1,1,2,1,5,0,0,2,"uncued","unique",-1
"2138",12,43,12,2,0,3,0,2,0,0,2,"uncued","shared",-1
"2139",12,44,26,1,1,4,0,3,0,1,2,"blocked","novel",1
"2140",12,44,26,2,NA,0,0,NA,0,1,2,"blocked","novel",1
"2141",12,45,10,1,1,1,1,5,0,0,2,"interleaved","unique",1
"2142",12,45,10,2,1,3,0,4,0,0,2,"interleaved","shared",1
"2143",12,46,3,1,0,2,0,2,8,0,2,"blocked","shared",1
"2144",12,46,3,2,0,1,0,3,8,0,2,"blocked","shared",1
"2145",12,47,9,1,0,3,0,4,8,0,2,"interleaved","shared",1
"2146",12,47,9,2,1,4,0,5,8,0,2,"interleaved","shared",1
"2147",12,48,16,1,0,5,0,3,0,1,2,"interleaved","novel",1
"2148",12,48,16,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"2149",12,49,11,1,0,2,0,4,0,0,2,"uncued","shared",-1
"2150",12,49,11,2,0,5,0,2,0,0,2,"uncued","shared",-1
"2151",12,50,1,1,1,2,0,5,8,0,2,"blocked","shared",1
"2152",12,50,1,2,1,1,0,3,8,0,2,"blocked","shared",1
"2153",12,51,8,1,1,3,1,5,8,0,2,"interleaved","unique",1
"2154",12,51,8,2,1,4,0,5,8,0,2,"interleaved","shared",1
"2155",12,52,13,1,0,5,0,3,0,0,2,"uncued","shared",-1
"2156",12,52,13,2,1,3,1,4,0,0,2,"uncued","unique",-1
"2157",12,53,19,1,0,4,0,3,0,1,2,"interleaved","novel",1
"2158",12,53,19,2,NA,0,0,NA,0,1,2,"interleaved","novel",1
"2159",12,54,13,1,0,4,0,4,0,0,2,"uncued","shared",-1
"2160",12,54,13,2,1,1,0,2,0,0,2,"uncued","shared",-1
"2161",13,1,2,1,1,3,0,4,0,0,1,"blocked","shared",1
"2162",13,1,2,2,1,1,0,4,0,0,1,"blocked","shared",1
"2163",13,2,21,1,0,3,0,2,0,1,1,"interleaved","novel",1
"2164",13,2,21,2,NA,0,0,NA,0,1,1,"interleaved","novel",1
"2165",13,3,5,1,1,1,1,5,0,0,1,"blocked","unique",1
"2166",13,3,5,2,0,5,0,5,0,0,1,"blocked","shared",1
"2167",13,4,14,1,0,5,0,2,0,0,1,"uncued","shared",-1
"2168",13,4,14,2,1,3,0,2,0,0,1,"uncued","shared",-1
"2169",13,5,18,1,0,5,0,1,0,1,1,"blocked","novel",1
"2170",13,5,18,2,NA,0,0,NA,0,1,1,"blocked","novel",1
"2171",13,6,4,1,1,4,0,3,0,0,1,"blocked","shared",1
"2172",13,6,4,2,1,5,0,3,0,0,1,"blocked","shared",1
"2173",13,7,6,1,0,3,0,2,0,0,1,"interleaved","shared",1
"2174",13,7,6,2,1,5,0,4,0,0,1,"interleaved","shared",1
"2175",13,8,4,1,1,3,0,5,0,0,1,"blocked","shared",1
"2176",13,8,4,2,1,2,1,5,0,0,1,"blocked","unique",1
"2177",13,9,3,1,0,4,1,3,0,0,1,"blocked","unique",1
"2178",13,9,3,2,0,5,0,5,0,0,1,"blocked","shared",1
"2179",13,10,27,1,1,2,0,3,0,1,1,"uncued","novel",-1
"2180",13,10,27,2,NA,0,0,NA,0,1,1,"uncued","novel",-1
"2181",13,11,9,1,1,2,1,5,0,0,1,"interleaved","unique",1
"2182",13,11,9,2,0,1,0,5,0,0,1,"interleaved","shared",1
"2183",13,12,4,1,1,2,1,5,0,0,1,"blocked","unique",1
"2184",13,12,4,2,1,1,0,5,0,0,1,"blocked","shared",1
"2185",13,13,3,1,1,1,0,5,0,0,1,"blocked","shared",1
"2186",13,13,3,2,1,4,1,4,0,0,1,"blocked","unique",1
"2187",13,14,12,1,1,3,0,1,0,0,1,"uncued","shared",-1
"2188",13,14,12,2,1,4,0,4,0,0,1,"uncued","shared",-1
"2189",13,15,6,1,0,4,0,3,0,0,1,"interleaved","shared",1
"2190",13,15,6,2,1,1,0,5,0,0,1,"interleaved","shared",1
"2191",13,16,9,1,0,5,0,2,0,0,1,"interleaved","shared",1
"2192",13,16,9,2,1,2,1,5,0,0,1,"interleaved","unique",1
"2193",13,17,11,1,0,5,0,4,0,0,1,"uncued","shared",-1
"2194",13,17,11,2,1,3,0,5,0,0,1,"uncued","shared",-1
"2195",13,18,13,1,1,4,1,5,0,0,1,"uncued","unique",-1
"2196",13,18,13,2,1,1,0,4,0,0,1,"uncued","shared",-1
"2197",13,19,14,1,0,4,0,1,0,0,1,"uncued","shared",-1
"2198",13,19,14,2,1,2,1,5,0,0,1,"uncued","unique",-1
"2199",13,20,1,1,0,2,0,4,1,0,1,"blocked","shared",1
"2200",13,20,1,2,1,5,0,5,1,0,1,"blocked","shared",1
"2201",13,21,7,1,1,5,1,5,0,0,1,"interleaved","unique",1
